departement,circonscription,communes
17,4,"Agudelle, Allas-Bocage, Allas-Champagne, Arces, Archiac, Arthenac, Avy, Barzan, Bedenac, Belluire, Berneuil, Biron, Bois, Boisredon, Boresse-et-Martron, Boscamnant, Bougneau, Boutenac-Touvent, Bran, Brie-sous-Archiac, Brie-sous-Mortagne, Brives-sur-Charente, Bussac-Forêt, Celles, Cercoux, Chadenac, Chamouillac, Champagnac, Champagnolles, Chartuzac, Chatenet, Chaunac, Chenac-Saint-Seurin-d'Uzet, Chepniers, Chevanceaux, Cierzac, Clam, Clion, Clérac, Colombiers, Consac, Corignac, Coulonges, Courpignac, Coux, Cozes, Cravans, Echebrune, Epargnes, Expiremont, Floirac, Fléac-sur-Seugne, Fontaines-d'Ozillac, Germignac, Givrezac, Grézac, Guitinières, Gémozac, Jarnac-Champagne, Jazennes, Jonzac, Jussas, La Barde, La Clotte, La Genétouze, La Jard, Le Fouilloux, Le Pin, Lonzac, Lorignac, Lussac, Léoville, Marignac, Mazerolles, Meschers-sur-Gironde, Messac, Meursac, Meux, Mirambeau, Montendre, Montguyon, Montils, Montlieu-la-Garde, Montpellier-de-Médillan, Mortagne-sur-Gironde, Mortiers, Mosnac, Mérignac, Neuillac, Neulles, Neuvicq, Nieul-le-Virouil, Orignolles, Ozillac, Plassac, Polignac, Pommiers-Moulons, Pons, Pouillac, Pérignac, Rioux, Rouffiac, Rouffignac, Royan (en partie), Réaux-sur-Trèfle, Rétaud, Saint-Aigulin, Saint-André-de-Lidon, Saint-Bonnet-sur-Gironde, Saint-Ciers-Champagne, Saint-Ciers-du-Taillon, Saint-Dizant-du-Bois, Saint-Dizant-du-Gua, Saint-Eugène, Saint-Fort-sur-Gironde, Saint-Genis-de-Saintonge, Saint-Georges-Antignac, Saint-Georges-de-Didonne, Saint-Georges-des-Agoûts, Saint-Germain-de-Lusignan, Saint-Germain-de-Vibrac, Saint-Germain-du-Seudre, Saint-Grégoire-d'Ardennes, Saint-Hilaire-du-Bois, Saint-Léger, Saint-Maigrin, Saint-Martial-de-Mirambeau, Saint-Martial-de-Vitaterne, Saint-Martial-sur-Né, Saint-Martin-d'Ary, Saint-Martin-de-Coux, Saint-Médard, Saint-Palais-de-Négrignac, Saint-Palais-de-Phiolin, Saint-Pierre-du-Palais, Saint-Quantin-de-Rançannes, Saint-Romain-sur-Gironde, Saint-Seurin-de-Palenne, Saint-Sever-de-Saintonge, Saint-Sigismond-de-Clermont, Saint-Simon-de-Bordes, Saint-Simon-de-Pellouaille, Saint-Sorlin-de-Conac, Saint-Thomas-de-Conac, Sainte-Colombe, Sainte-Lheurine, Sainte-Ramée, Salignac-de-Mirambeau, Salignac-sur-Charente, Semillac, Semoussac, Semussac, Soubran, Souméras, Sousmoulins, Talmont-sur-Gironde, Tanzac, Tesson, Thaims, Tugéras-Saint-Maurice, Vanzac, Vibrac, Villars-en-Pons, Villexavier et Virollet"
17,5,"Arvert, Balanzac, Beaugeay, Beurlay, Bourcefranc-le-Chapus, Breuillet, Cabariot, Chaillevette, Champagne, Corme-Ecluse, Corme-Royal, Crazannes, Dolus-d'Oléron, Echillais, Etaules, Geay, Genouillé, Hiers-Brouage, L'Eguille, La Brée-les-Bains, La Clisse, La Gripperie-Saint-Symphorien, La Tremblade, La Vallée, Le Chay, Le Château-d'Oléron, Le Grand-Village-Plage, Le Gua, Les Essards, Les Mathes, Luchat, Lussant, Marennes, Moragne, Mornac-sur-Seudre, Moëze, Muron, Médis, Nancras, Nieulle-sur-Seudre, Pisany, Plassay, Pont-l'Abbé-d'Arnoult, Port-d'Envaux, Port-des-Barques, Romegoux, Royan (en partie), Sablonceaux, Saint-Agnant, Saint-Augustin, Saint-Coutant-le-Grand, Saint-Denis-d'Oléron, Saint-Froult, Saint-Georges-d'Oléron, Saint-Hippolyte, Saint-Jean-d'Angle, Saint-Just-Luzac, Saint-Nazaire-sur-Charente, Saint-Palais-sur-Mer, Saint-Pierre-d'Oléron, Saint-Porchaire, Saint-Romain-de-Benet, Saint-Sornin, Saint-Sulpice-d'Arnoult, Saint-Sulpice-de-Royan, Saint-Trojan-les-Bains, Sainte-Gemme, Sainte-Radegonde, Saujon, Soubise, Soulignonne, Thézac, Tonnay-Charente, Trizay et Vaux-sur-Mer"
18,1,"Achères, Allogny, Argent-sur-Sauldre, Assigny, Aubigny-sur-Nère, Aubinges, Azy, Bannay, Barlieu, Belleville-sur-Loire, Blancafort, Boulleret, Bourges (en partie), Brinon-sur-Sauldre, Brécy, Bué, Clémont, Concressault, Couargues, Crézancy-en-Sancerre, Dampierre-en-Crot, Ennordres, Feux, Fussy, Gardefort, Henrichemont, Humbligny, Ivoy-le-Pré, Jalognes, Jars, La Chapelle-d'Angillon, La Chapelotte, Le Noyer, Les Aix-d'Angillon, Léré, Menetou-Râtel, Menetou-Salon, Montigny, Morogues, Ménétréol-sous-Sancerre, Ménétréol-sur-Sauldre, Méry-ès-Bois, Neuilly-en-Sancerre, Neuvy-Deux-Clochers, Oizon, Parassy, Pigny, Presly, Quantilly, Rians, Saint-Bouize, Saint-Céols, Saint-Eloy-de-Gy, Saint-Georges-sur-Moulon, Saint-Germain-du-Puy, Saint-Martin-d'Auxigny, Saint-Michel-de-Volangis, Saint-Palais, Saint-Satur, Sainte-Gemme-en-Sancerrois, Sainte-Montaine, Sainte-Solange, Sancerre, Santranges, Savigny-en-Sancerre, Sens-Beaujeu, Soulangis, Subligny, Sury-en-Vaux, Sury-près-Léré, Sury-ès-Bois, Thauvenay, Thou, Vailly-sur-Sauldre, Vasselay, Veaugues, Verdigny, Vignoux-sous-les-Aix, Villegenon et Vinon"
18,2,"Allouis, Berry-Bouy, Bourges (en partie), Brinay, Cerbois, Chârost, Chéry, Civray, Dampierre-en-Graçay, Foëcy, Genouilly, Graçay, La Chapelle-Saint-Ursin, Lazenay, Le Subdray, Limeux, Lunery, Lury-sur-Arnon, Mareuil-sur-Arnon, Marmagne, Massay, Mehun-sur-Yèvre, Morthomiers, Méreau, Méry-sur-Cher, Nançay, Neuvy-sur-Barangeon, Nohant-en-Graçay, Plou, Poisieux, Preuilly, Primelles, Quincy, Saint-Ambroix, Saint-Doulchard, Saint-Florent-sur-Cher, Saint-Georges-sur-la-Prée, Saint-Hilaire-de-Court, Saint-Laurent, Saint-Outrille, Sainte-Thorette, Saugy, Thénioux, Vierzon, Vignoux-sur-Barangeon, Villeneuve-sur-Cher et Vouzeron"
18,3,"Ainay-le-Vieil, Annoix, Apremont-sur-Allier, Arcomps, Ardenais, Argenvières, Arpheuilles, Arçay, Augy-sur-Aubois, Avord, Bannegon, Baugy, Beddes, Beffes, Bengy-sur-Craon, Bessais-le-Fromental, Blet, Bourges (en partie), Bouzais, Bruère-Allichamps, Bussy, Chalivoy-Milon, Chambon, Charenton-du-Cher, Charentonnay, Charly, Chassy, Chaumont, Chaumoux-Marcilly, Chavannes, Chezal-Benoît, Châteaumeillant, Châteauneuf-sur-Cher, Cogny, Colombiers, Contres, Cornusse, Corquoy, Cours-les-Barres, Coust, Couy, Croisy, Crosses, Crézançay-sur-Cher, Cuffy, Culan, Drevant, Dun-sur-Auron, Epineuil-le-Fleuriel, Etréchy, Farges-Allichamps, Farges-en-Septaine, Faverdines, Flavigny, Garigny, Germigny-l'Exempt, Givardon, Groises, Gron, Grossouvre, Herry, Ids-Saint-Roch, Ignol, Ineuil, Jouet-sur-l'Aubois, Jussy-Champagne, Jussy-le-Chaudrier, La Celette, La Celle, La Celle-Condé, La Chapelle-Hugon, La Chapelle-Montlinard, La Groutte, La Guerche-sur-l'Aubois, La Perche, Lantan, Lapan, Laverdines, Le Chautay, Le Châtelet, Le Pondy, Levet, Lignières, Lissay-Lochy, Loye-sur-Arnon, Lugny-Bourbonnais, Lugny-Champagne, Maisonnais, Marseilles-lès-Aubigny, Marçais, Meillant, Menetou-Couture, Montlouis, Morlac, Mornay-Berry, Mornay-sur-Allier, Moulins-sur-Yèvre, Neuilly-en-Dun, Neuvy-le-Barrois, Nohant-en-Goût, Nozières, Nérondes, Orcenais, Orval, Osmery, Osmoy, Ourouer-les-Bourdelins, Parnay, Plaimpied-Givaudins, Précy, Préveranges, Raymond, Reigny, Rezay, Sagonne, Saint-Aignan-des-Noyers, Saint-Amand-Montrond, Saint-Baudel, Saint-Caprais, Saint-Christophe-le-Chaudry, Saint-Denis-de-Palin, Saint-Georges-de-Poisieux, Saint-Germain-des-Bois, Saint-Hilaire-de-Gondilly, Saint-Hilaire-en-Lignières, Saint-Jeanvrin, Saint-Just, Saint-Loup-des-Chaumes, Saint-Léger-le-Petit, Saint-Martin-des-Champs, Saint-Maur, Saint-Pierre-les-Bois, Saint-Pierre-les-Etieux, Saint-Priest-la-Marche, Saint-Saturnin, Saint-Symphorien, Saint-Vitte, Sainte-Lunaise, Saligny-le-Vif, Sancergues, Sancoins, Saulzais-le-Potier, Savigny-en-Septaine, Senneçay, Serruelles, Sidiailles, Soye-en-Septaine, Sévry, Tendron, Thaumiers, Torteron, Touchay, Trouy, Uzay-le-Venon, Vallenay, Venesmes, Vereaux, Vernais, Verneuil, Vesdun, Villabon, Villecelin, Villequiers, Vorly et Vornay"
19,1,"Affieux, Aix, Albussac, Allassac, Alleyrat, Ambrugeat, Argentat-sur-Dordogne, Bar, Beaumont, Bellechassagne, Bonnefond, Bort-les-Orgues, Bugeat, Chamberet, Chamboulive, Chameyrat, Champagnac-la-Noaille, Champagnac-la-Prune, Chanac-les-Mines, Chanteix, Chapelle-Spinasse, Chaumeil, Chavanac, Chaveroche, Chirac-Bellevue, Clergoux, Combressol, Condat-sur-Ganaveix, Confolent-Port-Dieu, Cornil, Corrèze, Couffy-sur-Sarsonne, Courteix, Darnets, Davignac, Donzenac, Egletons, Espagnac, Espartignac, Estivaux, Eyburie, Eygurande, Eyrein, Favars, Feyt, Forgès, Gimel-les-Cascades, Gourdon-Murat, Grandsaigne, Gros-Chastang, Gumont, L'Eglise-aux-Bois, La Roche-Canillac, Lacelle, Ladignac-sur-Rondelles, Lafage-sur-Sombre, Lagarde-Enval, Lagraulière, Laguenne, Lamazière-Basse, Lamazière-Haute, Lamongerie, Lapleau, Laroche-près-Feyt, Latronche, Laval-sur-Luzège, Le Chastang, Le Jardin, Le Lonzac, Les Angles-sur-Corrèze, Lestards, Liginiac, Lignareix, Madranges, Marc-la-Tour, Marcillac-la-Croisille, Margerides, Masseret, Maussac, Meilhards, Merlines, Mestes, Meymac, Meyrignac-l'Eglise, Millevaches, Monceaux-sur-Dordogne, Monestier-Merlines, Monestier-Port-Dieu, Montaignac-Saint-Hippolyte, Moustier-Ventadour, Ménoire, Naves, Neuvic, Neuville, Orgnac-sur-Vézère, Orliac-de-Bar, Palisse, Pandrignes, Perpezac-le-Noir, Peyrelevade, Peyrissac, Pierrefitte, Pradines, Péret-Bel-Air, Pérols-sur-Vézère, Rilhac-Treignac, Roche-le-Peyroux, Rosiers-d'Egletons, Sadroc, Saint-Angel, Saint-Augustin, Saint-Bonnet-Avalouze, Saint-Bonnet-Elvert, Saint-Bonnet-l'Enfantier, Saint-Bonnet-près-Bort, Saint-Chamant, Saint-Clément, Saint-Etienne-aux-Clos, Saint-Etienne-la-Geneste, Saint-Exupéry-les-Roches, Saint-Fréjoux, Saint-Germain-Lavolps, Saint-Germain-les-Vergnes, Saint-Hilaire-Foissac, Saint-Hilaire-Luc, Saint-Hilaire-Peyroux, Saint-Hilaire-Taurieux, Saint-Hilaire-les-Courbes, Saint-Jal, Saint-Martial-Entraygues, Saint-Martial-de-Gimel, Saint-Martin-la-Méanne, Saint-Merd-de-Lapleau, Saint-Merd-les-Oussines, Saint-Mexant, Saint-Pantaléon-de-Lapleau, Saint-Pardoux-l'Ortigier, Saint-Pardoux-la-Croisille, Saint-Pardoux-le-Neuf, Saint-Pardoux-le-Vieux, Saint-Paul, Saint-Priest-de-Gimel, Saint-Rémy, Saint-Salvadour, Saint-Setiers, Saint-Sulpice-les-Bois, Saint-Sylvain, Saint-Viance, Saint-Victour, Saint-Ybard, Saint-Yrieix-le-Déjalat, Sainte-Fortunade, Sainte-Féréole, Sainte-Marie-Lapanouze, Salon-la-Tour, Sarran, Sarroux - Saint Julien, Seilhac, Sornac, Soudaine-Lavinadière, Soudeilles, Soursac, Sérandon, Tarnac, Thalamy, Toy-Viam, Treignac, Troche, Tulle, Ussel, Uzerche, Valiergues, Veix, Veyrières, Viam, Vigeois et Vitrac-sur-Montane"
19,2,"Albignac, Altillac, Arnac-Pompadour, Astaillac, Aubazine, Auriac, Ayen, Bassignac-le-Bas, Bassignac-le-Haut, Beaulieu-sur-Dordogne, Benayes, Beynat, Beyssac, Beyssenac, Bilhac, Branceilles, Brignac-la-Plaine, Brive-la-Gaillarde, Brivezac, Camps-Saint-Mathurin-Léobazel, Chabrignac, Chartrier-Ferrière, Chasteaux, Chauffour-sur-Vell, Chenailler-Mascheix, Collonges-la-Rouge, Concèze, Cosnac, Cublac, Curemonte, Dampniat, Darazac, Estivals, Goulles, Hautefage, Jugeals-Nazareth, Juillac, La Chapelle-Saint-Géraud, La Chapelle-aux-Brocs, La Chapelle-aux-Saints, Lagleygeolle, Lanteuil, Larche, Lascaux, Le Pescher, Ligneyrac, Liourdres, Lissac-sur-Couze, Lostanges, Louignac, Lubersac, Malemort, Mansac, Marcillac-la-Croze, Mercoeur, Meyssac, Montgibaud, Nespouls, Noailhac, Noailles, Nonards, Objat, Palazinges, Perpezac-le-Blanc, Puy-d'Arnac, Queyssac-les-Vignes, Reygades, Rilhac-Xaintrie, Rosiers-de-Juilac, Saillac, Saint-Aulaire, Saint-Bazile-de-Meyssac, Saint-Bonnet-la-Rivière, Saint-Bonnet-les-Tours-de-Merle, Saint-Cernin-de-Larche, Saint-Cirgues-la-Loutre, Saint-Cyprien, Saint-Cyr-la-Roche, Saint-Eloy-les-Tuileries, Saint-Geniez-ô-Merle, Saint-Julien-Maumont, Saint-Julien-aux-Bois, Saint-Julien-le-Pèlerin, Saint-Julien-le-Vendômois, Saint-Martin-Sepert, Saint-Pantaléon-de-Larche, Saint-Pardoux-Corbier, Saint-Privat, Saint-Robert, Saint-Solve, Saint-Sornin-Lavolps, Segonzac, Servières-le-Château, Sexcles, Sioniac, Ségur-le-Château, Sérilhac, Tudeils, Turenne, Ussac, Varetz, Vars-sur-Roseix, Vignols, Voutezac, Végennes et Yssandon"
21,1,"Ahuy, Asnières-lès-Dijon, Bellefond, Corcelles-les-Monts, Daix, Darois, Dijon (en partie), Etaules, Flavignerot, Fleurey-sur-Ouche, Fontaine-lès-Dijon, Hauteville-lès-Dijon, Lantenay, Messigny-et-Vantoux, Norges-la-Ville, Pasques, Plombières-lès-Dijon, Prenois, Savigny-le-Sec, Talant et Velars-sur-Ouche"
21,2,"Arceau, Athée, Auxonne, Beaumont-sur-Vingeanne, Beire-le-Châtel, Belleneuve, Billey, Binges, Blagny-sur-Vingeanne, Bourberain, Bretigny, Brognon, Bèze, Bézouotte, Champagne-sur-Vingeanne, Champdôtre, Charmes, Chaume-et-Courchamp, Cheuge, Cirey-lès-Pontailler, Clénay, Cléry, Cuiserey, Dampierre-et-Flée, Dijon (en partie), Drambon, Etevaux, Flagey-lès-Auxonne, Flammerans, Fontaine-Française, Fontenelle, Heuilley-sur-Saône, Jancigny, Labergement-lès-Auxonne, Lamarche-sur-Saône, Les Maillys, Licey-sur-Vingeanne, Magny-Montarlot, Magny-Saint-Médard, Marandeuil, Maxilly-sur-Saône, Mirebeau-sur-Bèze, Montigny-Mornay-Villeneuve-sur-Vingeanne, Montmançon, Noiron-sur-Bèze, Oisilly, Orain, Orgeux, Perrigny-sur-l'Ognon, Poncey-lès-Athée, Pont, Pontailler-sur-Saône, Pouilly-sur-Vingeanne, Renève, Ruffey-lès-Echirey, Saint-Apollinaire, Saint-Julien, Saint-Léger-Triey, Saint-Maurice-sur-Vingeanne, Saint-Sauveur, Saint-Seine-sur-Vingeanne, Savolles, Soirans, Soissons-sur-Nacey, Talmay, Tanay, Tellecey, Tillenay, Trochères, Tréclun, Varois-et-Chaignot, Vielverge, Villers-Rotin, Villers-les-Pots, Viévigne et Vonges"
21,3,"Aiserey, Arc-sur-Tille, Beire-le-Fort, Bessey-lès-Cîteaux, Bressey-sur-Tille, Bretenière, Cessey-sur-Tille, Chambeire, Chenôve, Chevigny-Saint-Sauveur, Collonges-lès-Premières, Couternon, Crimolois, Dijon (en partie), Echigey, Fauverney, Genlis, Izeure, Izier, Labergement-Foigney, Longchamp, Longeault, Longecourt-en-Plaine, Longvic, Magny-sur-Tille, Marliens, Marsannay-la-Côte, Neuilly-lès-Dijon, Ouges, Perrigny-lès-Dijon, Pluvault, Pluvet, Premières, Quetigny, Remilly-sur-Tille, Rouvres-en-Plaine, Sennecey-lès-Dijon, Tart-l'Abbaye, Tart-le-Bas, Tart-le-Haut, Thorey-en-Plaine et Varanges"
21,4,"Agey, Aignay-le-Duc, Aisey-sur-Seine, Aisy-sous-Thil, Alise-Sainte-Reine, Ampilly-le-Sec, Ampilly-les-Bordes, Ancey, Arcey, Arnay-sous-Vitteaux, Arrans, Asnières-en-Montagne, Athie, Aubigny-lès-Sombernon, Autricourt, Avelanges, Avosnes, Avot, Baigneux-les-Juifs, Balot, Barbirey-sur-Ouche, Bard-lès-Epoisses, Barjon, Baulme-la-Roche, Beaulieu, Beaunotte, Belan-sur-Ource, Bellenod-sur-Seine, Beneuvre, Benoisey, Beurizot, Bierre-lès-Semur, Billy-lès-Chanceaux, Bissey-la-Côte, Bissey-la-Pierre, Blaisy-Bas, Blaisy-Haut, Bligny-le-Sec, Boudreville, Bouix, Boussenois, Boussey, Boux-sous-Salmaise, Brain, Braux, Brianny, Brion-sur-Ource, Brémur-et-Vaurois, Buffon, Buncey, Bure-les-Templiers, Busseaut, Busserotte-et-Montenaille, Bussières, Bussy-la-Pesle, Bussy-le-Grand, Buxerolles, Chaignay, Chambain, Chamesson, Champ-d'Oiseau, Champagny, Champeau-en-Morvan, Champrenault, Chanceaux, Channay, Charencey, Charigny, Charny, Charrey-sur-Seine, Chassey, Chaugey, Chaume-lès-Baigneux, Chaumont-le-Bois, Chazeuil, Chemin-d'Aisey, Chevannay, Châtillon-sur-Seine, Clamerey, Corpoyer-la-Chapelle, Corrombles, Corsaint, Coulmier-le-Sec, Courban, Courcelles-Frémoy, Courcelles-lès-Montbard, Courcelles-lès-Semur, Courlon, Courtivron, Crécey-sur-Tille, Crépand, Curtil-Saint-Seine, Cussey-les-Forges, Cérilly, Dampierre-en-Montagne, Darcey, Diénay, Dompierre-en-Morvan, Drée, Duesme, Echalot, Echannay, Echevannes, Epagny, Epoisses, Eringes, Essarois, Etais, Etalante, Etormay, Etrochey, Fain-lès-Montbard, Fain-lès-Moutiers, Faverolles-lès-Lucey, Flacey, Flavigny-sur-Ozerain, Flée, Foncegrive, Fontaines-en-Duesmois, Fontaines-les-Sèches, Fontangy, Forléans, Fraignot-et-Vesvrotte, Francheville, Fresnes, Frénois, Frôlois, Gemeaux, Genay, Gergueil, Gevrolles, Gissey-le-Vieil, Gissey-sous-Flavigny, Gissey-sur-Ouche, Gomméville, Grancey-le-Château-Neuvelle, Grancey-sur-Ource, Grenant-lès-Sombernon, Grignon, Griselles, Grosbois-en-Montagne, Grésigny-Sainte-Reine, Gurgy-la-Ville, Gurgy-le-Château, Hauteroche, Is-sur-Tille, Jailly-les-Moulins, Jeux-lès-Bard, Jours-lès-Baigneux, Juillenay, Juilly, La Chaume, La Motte-Ternant, La Roche-Vanneau, La Roche-en-Brenil, La Villeneuve-les-Convers, Lacour-d'Arcenay, Laignes, Lamargelle, Lantilly, Larrey, Le Meix, Les Goulles, Leuglay, Lignerolles, Louesme, Lucenay-le-Duc, Lucey, Lux, Léry, Magny-Lambert, Magny-la-Ville, Maisey-le-Duc, Marcellois, Marcenay, Marcigny-sous-Thil, Marcilly-et-Dracy, Marcilly-sur-Tille, Marey-sur-Tille, Marigny-le-Cahouët, Marmagne, Marsannay-le-Bois, Massingy, Massingy-lès-Semur, Massingy-lès-Vitteaux, Mauvilly, Menesble, Mesmont, Meulson, Millery, Minot, Missery, Moitron, Molesme, Moloy, Molphey, Montbard, Montberthault, Montigny-Montfort, Montigny-Saint-Barthélemy, Montigny-sur-Armançon, Montigny-sur-Aube, Montlay-en-Auxois, Montliot-et-Courcelles, Montmoyen, Montoillot, Mosson, Moutiers-Saint-Jean, Mussy-la-Fosse, Mâlain, Ménétreux-le-Pitois, Nan-sous-Thil, Nesle-et-Massoult, Nicey, Nod-sur-Seine, Nogent-lès-Montbard, Noidan, Noiron-sur-Seine, Normier, Obtrée, Oigny, Origny, Orret, Orville, Panges, Pellerey, Pichanges, Planay, Poinçon-lès-Larrey, Poiseul-la-Grange, Poiseul-la-Ville-et-Laperrière, Poiseul-lès-Saulx, Poncey-sur-l'Ignon, Pont-et-Massène, Posanges, Pothières, Pouillenay, Prusly-sur-Ource, Prâlon, Précy-sous-Thil, Puits, Quemigny-sur-Seine, Quincerot, Quincy-le-Vicomte, Recey-sur-Ource, Remilly-en-Montagne, Riel-les-Eaux, Rochefort-sur-Brévon, Roilly, Rougemont, Rouvray, Sacquenay, Saffres, Saint-Andeux, Saint-Anthot, Saint-Broing-les-Moines, Saint-Didier, Saint-Euphrône, Saint-Germain-de-Modéon, Saint-Germain-le-Rocheux, Saint-Germain-lès-Senailly, Saint-Hélier, Saint-Jean-de-Boeuf, Saint-Marc-sur-Seine, Saint-Martin-du-Mont, Saint-Mesmin, Saint-Rémy, Saint-Seine-l'Abbaye, Saint-Thibault, Saint-Victor-sur-Ouche, Sainte-Colombe-en-Auxois, Sainte-Colombe-sur-Seine, Sainte-Marie-sur-Ouche, Salives, Salmaise, Saulieu, Saulx-le-Duc, Saussy, Savigny-sous-Mâlain, Savoisy, Seigny, Selongey, Semond, Semur-en-Auxois, Senailly, Sincey-lès-Rouvray, Sombernon, Souhey, Source Seine, Soussey-sur-Brionne, Spoy, Tarsul, Terrefondrée, Thenissey, Thoires, Thoisy-la-Berchère, Thorey-sous-Charny, Thoste, Til-Châtel, Torcy-et-Pouligny, Touillon, Toutry, Trouhaut, Turcey, Uncey-le-Franc, Val-Suzon, Vannaire, Vanvey, Vaux-Saules, Velogny, Venarey-les-Laumes, Verdonnet, Vernois-lès-Vesvres, Vernot, Verrey-sous-Drée, Verrey-sous-Salmaise, Vertault, Vesvres, Veuxhaulles-sur-Aube, Vic-de-Chassenay, Vic-sous-Thil, Vieilmoulin, Vieux-Château, Villaines-en-Duesmois, Villaines-les-Prévôtes, Villargoix, Villars-et-Villenotte, Villeberny, Villecomte, Villedieu, Villeferry, Villeneuve-sous-Charigny, Villers-Patras, Villey-sur-Tille, Villiers-le-Duc, Villotte-Saint-Seine, Villotte-sur-Ource, Villy-en-Auxois, Viserny, Vitteaux, Vix, Voulaines-les-Templiers et Véronnes"
21,5,"Agencourt, Allerey, Aloxe-Corton, Antheuil, Antigny-la-Ville, Arcenant, Arconcey, Argilly, Arnay-le-Duc, Aubaine, Aubigny-en-Plaine, Aubigny-la-Ronce, Auvillars-sur-Saône, Auxant, Auxey-Duresses, Bagnot, Bard-le-Régulier, Barges, Baubigny, Beaune, Bellenot-sous-Pouilly, Bessey-en-Chaume, Bessey-la-Cour, Beurey-Bauguay, Blancey, Blanot, Bligny-lès-Beaune, Bligny-sur-Ouche, Boncourt-le-Bois, Bonnencontre, Bouhey, Bouilland, Bousselange, Bouze-lès-Beaune, Brazey-en-Morvan, Brazey-en-Plaine, Brochon, Broin, Broindon, Bévy, Censerey, Chailly-sur-Armançon, Chamblanc, Chamboeuf, Chambolle-Musigny, Champignolles, Charrey-sur-Saône, Chassagne-Montrachet, Chaudenay-la-Ville, Chaudenay-le-Château, Chaux, Chazilly, Chevannes, Chevigny-en-Valière, Chivres, Chorey-les-Beaune, Châteauneuf, Châtellenot, Civry-en-Montagne, Clomot, Clémencey, Collonges-lès-Bévy, Colombier, Combertault, Comblanchien, Commarin, Corberon, Corcelles-les-Arts, Corcelles-lès-Cîteaux, Corgengoux, Corgoloin, Cormot-Vauchignon, Corpeau, Couchey, Crugey, Créancey, Culètre, Curley, Curtil-Vergy, Cussy-la-Colonne, Cussy-le-Châtel, Diancey, Détain-et-Bruant, Ebaty, Echenon, Echevronne, Ecutigny, Eguilly, Epernay-sous-Gevrey, Esbarres, Essey, Fixin, Flagey-Echézeaux, Foissy, Franxault, Fussey, Fénay, Gerland, Gevrey-Chambertin, Gilly-lès-Cîteaux, Glanon, Grosbois-lès-Tichey, Jallanges, Jouey, L'Etang-Vergy, La Bussière-sur-Ouche, La Rochepot, Labergement-lès-Seurre, Labruyère, Lacanche, Ladoix-Serrigny, Lanthes, Laperrière-sur-Saône, Le Fête, Lechâtelet, Levernois, Liernais, Longecourt-lès-Culêtre, Losne, Lusigny-sur-Ouche, Maconge, Magnien, Magny-lès-Aubigny, Magny-lès-Villers, Maligny, Manlay, Marcheseuil, Marcilly-Ogny, Marey-lès-Fussey, Marigny-lès-Reullée, Martrois, Mavilly-Mandelot, Meilly-sur-Rouvres, Meloisey, Merceuil, Messanges, Meuilley, Meursanges, Meursault, Mimeure, Molinot, Mont-Saint-Jean, Montagny-lès-Beaune, Montagny-lès-Seurre, Montceau-et-Echarnant, Monthelie, Montmain, Montot, Morey-Saint-Denis, Musigny, Ménessaire, Nantoux, Noiron-sous-Gevrey, Nolay, Nuits-Saint-Georges, Pagny-la-Ville, Pagny-le-Château, Painblanc, Pernand-Vergelesses, Pommard, Pouilly-en-Auxois, Pouilly-sur-Saône, Premeaux-Prissey, Puligny-Montrachet, Quemigny-Poisot, Quincey, Reulle-Vergy, Rouvres-sous-Meilly, Ruffey-lès-Beaune, Saint-Aubin, Saint-Bernard, Saint-Jean-de-Losne, Saint-Martin-de-la-Mer, Saint-Nicolas-lès-Cîteaux, Saint-Philibert, Saint-Pierre-en-Vaux, Saint-Prix-lès-Arnay, Saint-Romain, Saint-Seine-en-Bâche, Saint-Symphorien-sur-Saône, Saint-Usage, Sainte-Marie-la-Blanche, Sainte-Sabine, Samerey, Santenay, Santosse, Saulon-la-Chapelle, Saulon-la-Rue, Saussey, Savigny-lès-Beaune, Savilly, Savouges, Segrois, Semarey, Semezanges, Seurre, Sussey, Tailly, Ternant, Thoisy-le-Désert, Thomirey, Thorey-sur-Ouche, Thury, Tichey, Trouhans, Trugny, Urcy, Val-Mont, Vandenesse-en-Auxois, Veilly, Veuvey-sur-Ouche, Vianges, Vic-des-Prés, Vignoles, Villars-Fontaine, Villebichot, Villers-la-Faye, Villiers-en-Morvan, Villy-le-Moutier, Viévy, Volnay, Vosne-Romanée, Voudenay et Vougeot"
22,1,"Boqueho, Châtelaudren, Cohiniac, Hillion, La Méaugon, Langueux, Plerneuf, Ploufragan, Plouvara, Plédran, Plélo, Plérin, Pordic, Saint-Brieuc, Saint-Donan, Saint-Julien, Trégomeur, Trégueux, Trémuson et Yffiniac"
